web-scraper-order,web-scraper-start-url,item_link,item_link-href,item_name,product_id,item_description,item_ingredients,item_price,item_img-src,item_option,item_options_img-src
"1749021791-261","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Summer Sunflowers ArrangementTwo Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/summer-sunflowers-arrangement-8575?ArrangementGroupID=667","Summer Sunflowers Arrangement","Product Code: 8575","Sunflowers aren't just for country songs and classical paintings. They're also for eating! Skip the trip to the meadow with sunflowers made of pineapples, fresh berries, dipped strawberries, and all the melon you could ask for. Talk about a social media-worthy snack. Try it with a Tajín™ twist this summer!","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Sunflower - White Crispies""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8575_6515_Summer_Sunflowers_Arrangement_s.webp","Regular","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8575_6515_Summer_Sunflowers_Arrangement_s.webp"
"1749021791-262","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Summer Sunflowers ArrangementTwo Sizes Starting At$59.99","https://www.ediblearrangements.com/fruit-gifts/summer-sunflowers-arrangement-8575?ArrangementGroupID=667","Summer Sunflowers Arrangement","Product Code: 8575","Sunflowers aren't just for country songs and classical paintings. They're also for eating! Skip the trip to the meadow with sunflowers made of pineapples, fresh berries, dipped strawberries, and all the melon you could ask for. Talk about a social media-worthy snack. Try it with a Tajín™ twist this summer!","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Sunflower - White Crispies""}]","$64.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8575_6515_Summer_Sunflowers_Arrangement_s.webp","Regular with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8575_6515_Summer_Sunflowers_Arrangement_Tajin_s.webp"
"1749021794-263","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Chocolate Dipped Summer Fruit TrioFour Sizes Starting At$29.99","https://www.ediblearrangements.com/fruit-gifts/dip-into-summer?ArrangementGroupID=667","Chocolate Dipped Summer Fruit Trio","Product Code: 5566","Dip into summer with this delicious, chocolate-covered fruit trio. This summery array of dipped delights comes with rich strawberries, succulent kiwi, and juicy pineapples, all hand-crafted to make your day sweeter. And if you're looking for something to compliment this sweet treat, try it with Tajín™.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""},{""item_ingredients"":""Small Pineapple Daisy - Semisweet""}]","$49.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_20ct.webp","20 Count","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_20ct.webp"
"1749021794-264","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Chocolate Dipped Summer Fruit TrioFour Sizes Starting At$29.99","https://www.ediblearrangements.com/fruit-gifts/dip-into-summer?ArrangementGroupID=667","Chocolate Dipped Summer Fruit Trio","Product Code: 5566","Dip into summer with this delicious, chocolate-covered fruit trio. This summery array of dipped delights comes with rich strawberries, succulent kiwi, and juicy pineapples, all hand-crafted to make your day sweeter. And if you're looking for something to compliment this sweet treat, try it with Tajín™.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""},{""item_ingredients"":""Small Pineapple Daisy - Semisweet""}]","$29.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_20ct.webp","10 Count","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_10ct.webp"
"1749021794-265","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Chocolate Dipped Summer Fruit TrioFour Sizes Starting At$29.99","https://www.ediblearrangements.com/fruit-gifts/dip-into-summer?ArrangementGroupID=667","Chocolate Dipped Summer Fruit Trio","Product Code: 5566","Dip into summer with this delicious, chocolate-covered fruit trio. This summery array of dipped delights comes with rich strawberries, succulent kiwi, and juicy pineapples, all hand-crafted to make your day sweeter. And if you're looking for something to compliment this sweet treat, try it with Tajín™.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""},{""item_ingredients"":""Small Pineapple Daisy - Semisweet""}]","$54.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_20ct.webp","20ct with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_20ct_Tajin.webp"
"1749021794-266","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Chocolate Dipped Summer Fruit TrioFour Sizes Starting At$29.99","https://www.ediblearrangements.com/fruit-gifts/dip-into-summer?ArrangementGroupID=667","Chocolate Dipped Summer Fruit Trio","Product Code: 5566","Dip into summer with this delicious, chocolate-covered fruit trio. This summery array of dipped delights comes with rich strawberries, succulent kiwi, and juicy pineapples, all hand-crafted to make your day sweeter. And if you're looking for something to compliment this sweet treat, try it with Tajín™.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""},{""item_ingredients"":""Small Pineapple Daisy - Semisweet""}]","$34.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_20ct.webp","10ct with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5566_4857_Chocolate_Covered_Summer_Fruit_Trio_10ct_Tajin.webp"
"1749021796-267","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Fresh Summer Fruit BoardFour Sizes Starting At$99.99","https://www.ediblearrangements.com/fruit-gifts/fresh-summer-fruit-board-9131?ArrangementGroupID=667","Fresh Summer Fruit Board","Product Code: 9131","Kick-off the summer in a whole new way with our fresh summer fruit board. This colorful masterpiece comes with a wide variety of hand-cut and assorted fruits. We're talkin' juicy watermelon, rich strawberries, mangoes, kiwi, and so much more. For a special summer touch, add white-chocolate dipped, Tajín™-sprinkled pineapple and mini bottles to your board for a citrusy kick.","[{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Kiwi Half""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half""},{""item_ingredients"":""Watermelon Slices""},{""item_ingredients"":""Mango Half""}]","$119.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_24in_over_s.webp","Large","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_24in_over_s.webp"
"1749021796-268","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Fresh Summer Fruit BoardFour Sizes Starting At$99.99","https://www.ediblearrangements.com/fruit-gifts/fresh-summer-fruit-board-9131?ArrangementGroupID=667","Fresh Summer Fruit Board","Product Code: 9131","Kick-off the summer in a whole new way with our fresh summer fruit board. This colorful masterpiece comes with a wide variety of hand-cut and assorted fruits. We're talkin' juicy watermelon, rich strawberries, mangoes, kiwi, and so much more. For a special summer touch, add white-chocolate dipped, Tajín™-sprinkled pineapple and mini bottles to your board for a citrusy kick.","[{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Kiwi Half""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half""},{""item_ingredients"":""Watermelon Slices""},{""item_ingredients"":""Mango Half""}]","$99.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_24in_over_s.webp","Medium","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_12in_over_s.webp"
"1749021796-269","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Fresh Summer Fruit BoardFour Sizes Starting At$99.99","https://www.ediblearrangements.com/fruit-gifts/fresh-summer-fruit-board-9131?ArrangementGroupID=667","Fresh Summer Fruit Board","Product Code: 9131","Kick-off the summer in a whole new way with our fresh summer fruit board. This colorful masterpiece comes with a wide variety of hand-cut and assorted fruits. We're talkin' juicy watermelon, rich strawberries, mangoes, kiwi, and so much more. For a special summer touch, add white-chocolate dipped, Tajín™-sprinkled pineapple and mini bottles to your board for a citrusy kick.","[{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Kiwi Half""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half""},{""item_ingredients"":""Watermelon Slices""},{""item_ingredients"":""Mango Half""}]","$124.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_24in_over_s.webp","Large with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_24in_over_Tajin_s.webp"
"1749021796-270","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Fresh Summer Fruit BoardFour Sizes Starting At$99.99","https://www.ediblearrangements.com/fruit-gifts/fresh-summer-fruit-board-9131?ArrangementGroupID=667","Fresh Summer Fruit Board","Product Code: 9131","Kick-off the summer in a whole new way with our fresh summer fruit board. This colorful masterpiece comes with a wide variety of hand-cut and assorted fruits. We're talkin' juicy watermelon, rich strawberries, mangoes, kiwi, and so much more. For a special summer touch, add white-chocolate dipped, Tajín™-sprinkled pineapple and mini bottles to your board for a citrusy kick.","[{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Kiwi Half""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half""},{""item_ingredients"":""Watermelon Slices""},{""item_ingredients"":""Mango Half""}]","$104.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_24in_over_s.webp","Medium with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9131_6969_Fresh_Summer_Fruit_Board_12in_over_Tajin_s.webp"
"1749021799-271","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryFresh Summer Fruit PlatterTwo Sizes Starting At$69.99","https://www.ediblearrangements.com/fruit-gifts/fresh-summer-fruit-platter-9112?ArrangementGroupID=667","Fresh Summer Fruit Platter","Product Code: 9112","If your summer doesn't involve a fresh, hand-crafted platter of vibrant and delicious fruits, is it even summer? Probably not. Make the most of your summer with a fruit platter covered in mango, watermelon, oranges, pineapple, strawberries, kiwi, blueberries, and even cantaloupe. Even better, add a touch of Tajín™ and white chocolate to your refreshing summer favs.","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Watermelon Wedges""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Mango Half""},{""item_ingredients"":""Kiwi Half""}]","$69.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9112_6958_Fresh_Summer_Fruit_Platter_over_s.webp","Fresh Fruit","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9112_6958_Fresh_Summer_Fruit_Platter_over_s.webp"
"1749021799-272","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Available for 1-Hour DeliveryFresh Summer Fruit PlatterTwo Sizes Starting At$69.99","https://www.ediblearrangements.com/fruit-gifts/fresh-summer-fruit-platter-9112?ArrangementGroupID=667","Fresh Summer Fruit Platter","Product Code: 9112","If your summer doesn't involve a fresh, hand-crafted platter of vibrant and delicious fruits, is it even summer? Probably not. Make the most of your summer with a fruit platter covered in mango, watermelon, oranges, pineapple, strawberries, kiwi, blueberries, and even cantaloupe. Even better, add a touch of Tajín™ and white chocolate to your refreshing summer favs.","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Watermelon Wedges""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""Orange Half Slices""},{""item_ingredients"":""Mango Half""},{""item_ingredients"":""Kiwi Half""}]","$74.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9112_6958_Fresh_Summer_Fruit_Platter_over_s.webp","Dipped with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9112_6958_Fresh_Summer_Fruit_Platter_Tajin_over_s.webp"
"1749021801-273","https://www.ediblearrangements.com/new-for-the-season","Top SellerSun-sational Fresh Fruit ArrangementThree Sizes Starting At$86.99","https://www.ediblearrangements.com/fruit-gifts/sun-sational-bouquet?ArrangementGroupID=667","Sun-sational Fresh Fruit Arrangement","Product Code: 5553","With a variety of fresh flavors and juicy fruits, our sun-sational arrangement represents the sweetest parts of summer. So whether it's hot day at the beach, a day of sunburns, or even a warm summer rain, stay cool and fresh with an irresistable bouquet of hand-crafted fruits.","[{""item_ingredients"":""Sun-Shaped Pineapple""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Watermelon Sticks""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Blueberry Skewer""},{""item_ingredients"":""Mango""}]","$129.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5553_4845_Sun_sational_Fresh_Fruit_Arrangement_py_s.webp","Party","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/5553_4845_Sun_sational_Fresh_Fruit_Arrangement_py_s.webp"
